stock_id,stock_name,symbol,sector,mcap_type,industry,financial_score,qm_score,technical_score,start_price,end_price,return_pct
56,"Ballarpur Industries Ltd",BALLARPUR,"Paper",Small Cap,"Paper - Medium / Small",4.00,0.00,58.50,0.89,0.89,0
84,"The Bombay Burmah Trading Corporation Ltd",BBTC,"Auto Ancillaries",Small Cap,"Auto Ancillaries - Electrical",44.25,0.00,12.50,1824.5,1761.8,-3.44
93,"Britannia Industries Ltd",BRITANNIA,"FMCG",Large Cap,"Food And Dairy Products - Multinational",68.50,0.00,62.00,5545.6,6151.55,10.93
118,"Colgate-Palmolive (India) Ltd",COLPAL,"FMCG",Mid Cap,"Personal Care - Multinational",65.50,0.00,43.50,2298.85,2270.4,-1.24
185,"Gajra Bevel Gears Ltd",505711,"Auto Ancillaries",Small Cap,"Auto Ancillaries - Gears",10.00,0.00,0.00,3.25,3.25,0
210,"Golden Tobacco Ltd",GOLDENTOBC,"Realty",Small Cap,"Construction - Factories / Offices / Commercial",16.00,0.00,37.50,36.2,29,-19.89
340,"Kothari Industrial Corporation Ltd",KOTHARINDL,"Trading",Small Cap,"Trading - Medium / Small",27.50,0.00,79.00,546.85,179.65,-67.15
347,"Lakshmi Precision Screws Ltd",LAKPRE,"Castings, Forgings & Fastners",Small Cap,"Fasteners",22.75,0.00,100.00,6.58,5.59,-15.05
363,"Maharashtra Scooters Ltd",MAHSCOOTER,"Finance",Small Cap,"Finance - Investment / Others",45.25,0.00,80.00,15575.5,13271.75,-14.79
382,"Mipco Seamless Rings (Gujarat) Ltd",505797,"IT - Software",Small Cap,"Computers - Software - Medium / Small",1.00,0.00,0.00,24.26,25.6,5.52
383,"Modella Woollens Ltd",503772,"Trading",Small Cap,"Trading - Medium / Small",4.00,0.00,86.00,69.4,68.1,-1.87
394,"Saptak Chem & Business Ltd",506906,"Retail",Small Cap,"Trading - Medium / Small",6.25,0.00,100.00,4.5,59.2,1215.56
409,"Naperol Investments Ltd",NATPEROXID,"Finance",Small Cap,"Finance - Investment / Others",27.50,0.00,10.00,946.9,634.7,-32.97
429,"Panyam Cements & Mineral Industries Ltd",PANYAMCEM,"Cement",Small Cap,"Cement - Mini - South India",27.50,10.00,30.50,146.35,123.05,-15.92
447,"Premier Ltd",PREMIER,"Capital Goods-Non Electrical Equipment",Small Cap,"Machine Tools - Others",2.50,0.00,46.00,3.68,2.86,-22.28
480,"Procter & Gamble Hygiene and Health Care Ltd",PGHH,"FMCG",Mid Cap,"Personal Care - Multinational",32.50,0.00,30.00,13282.9,11435.05,-13.91
540,"Sundaram Finance Ltd",SUNDARMFIN,"Finance",Mid Cap,"Finance - Large",37.00,0.00,83.00,5268.35,5503.85,4.47
555,"Infomedia Press Ltd",INFOMEDIA,"Printing & Stationery",Small Cap,"Printing & Stationery",1.00,0.00,100.00,8.41,4.96,-41.02
558,"Tayo Rolls Ltd",TATAYODOGA,"Castings, Forgings & Fastners",Small Cap,"Castings - Steel / Alloy",1.00,0.00,26.50,89.4,89.4,0
573,"Cholamandalam Financial Holdings Ltd",CHOLAHLDNG,"Finance",Small Cap,"Finance - Investment / Others",23.50,0.00,44.50,1858.4,1674.05,-9.92
672,"JBF Industries Ltd",JBFIND,"Textiles",Small Cap,"Textiles - Manmade - PFY / PSF - From Chips",2.50,0.00,28.00,4.42,4.42,0
684,"Muller & Phipps (India) Ltd",501477,"Retail",Small Cap,"Trading - Medium / Small",13.00,0.00,29.50,267.85,225,-16
751,"McNally Bharat Engineering Company Ltd",MBECL,"Infrastructure Developers & Operators",Small Cap,"Engineering - Turnkey Services",7.00,0.00,8.00,3.24,3.24,0
793,"International Data Management Ltd",517044,"IT - Software",Small Cap,"IT Enabled Services / Business Process Outsourcing",1.00,0.00,79.00,33.55,35.8,6.71
818,"Khoday India Ltd",507435,"Alcoholic Beverages",Small Cap,"Distilleries",17.50,0.00,84.00,116.25,116.25,0
843,"Rama Petrochemicals Ltd",RAMAPETRO,"Trading",Small Cap,"Trading - Medium / Small",2.50,0.00,78.00,12.05,14.63,21.41
884,"EMA India Ltd",522027,"Capital Goods-Non Electrical Equipment",Small Cap,"Engineering - Light - General - Medium / Small",2.50,0.00,78.00,148.15,429.1,189.64
925,"Miven Machine Tools Ltd",522036,"Capital Goods-Non Electrical Equipment",Small Cap,"Engineering - Heavy - General - Medium / Small",4.00,0.00,23.00,78.9,80,1.39
967,"Shah Foods Ltd",519031,"FMCG",Small Cap,"Trading - Medium / Small",17.50,0.00,6.00,129.1,154.35,19.56
971,"Shree Rajasthan Syntex Ltd",SHRERAJSYN,"Textiles",Small Cap,"Textiles - Spinning - Synthetic / Blended",4.00,0.00,93.00,16.5,13.55,-17.88
983,"Vardhman Holdings Ltd",VHL,"Finance",Small Cap,"Finance - Investment / Others",32.50,0.00,23.00,3807,3286.5,-13.67
986,"Unitech Ltd",UNITECH,"Realty",Small Cap,"Construction - Housing - Medium / Small",11.50,0.00,27.50,7.41,4.94,-33.33
1019,"HCL Infosystems Ltd",HCL-INSYS,"IT - Hardware",Small Cap,"Computers - Hardware - Medium / Small",4.00,0.00,57.00,15.96,13,-18.55
1023,"Venlon Enterprises Ltd",VENLONPOLY,"Trading",Small Cap,"Trading - Medium / Small",19.00,0.00,12.00,4.96,5.8,16.94
1045,"SIP Industries Ltd",523164,"FMCG",Small Cap,"Floriculture / Tissue Culture",2.50,0.00,50.50,6.01,6.01,0
1055,"Panther Industrial Products Ltd",524055,"Finance",Small Cap,"Finance - Investment / Others",1.00,0.00,0.00,56.46,40.85,-27.65
1071,"Kirloskar Industries Ltd",KIRLOSIND,"Finance",Small Cap,"Finance - Investment / Others",41.00,0.00,21.00,3837.8,2837.2,-26.07
1142,"SRM Energy Ltd",523222,"Power Generation & Distribution",Small Cap,"Power Generation And Supply",1.00,0.00,2.00,11.51,20.46,77.76
1168,"Modipon Ltd",MODIPON,"Realty",Small Cap,"Construction - Civil / Turnkey - Medium / Small",6.25,0.00,45.00,42.99,34.99,-18.61
1202,"NB Footwear Ltd",523242,"Leather",Small Cap,"Leather / Synthetic Footware - Medium / Small",1.00,0.00,2.00,9.8,7.77,-20.71
1223,"Can Fin Homes Ltd",CANFINHOME,"Finance",Small Cap,"Finance - Housing - Large",25.75,0.00,49.00,769.2,888.6,15.52
1225,"Dharani Sugars & Chemicals Ltd",DHARSUGAR,"Sugar",Small Cap,"Sugar - Integrated",4.00,0.00,29.00,8.63,8.63,0
1229,"Switching Technologies Gunther Ltd",517201,"Capital Goods - Electrical Equipment",Small Cap,"Electric Equipment - General - Medium / Small",5.50,0.00,32.50,70.33,81.99,16.58
1286,"Hardcastle & Waud Mfg Co Ltd",509597,"Finance",Small Cap,"Finance - Investment / Others",56.25,0.00,43.50,749,710.4,-5.15
1292,"Jolly Plastic Industries Ltd",507968,"Finance",Small Cap,"Finance - Investment / Others",17.50,0.00,0.00,182.55,26.02,-85.75
1339,"Steel Strips Infrastructures Ltd",513173,"Realty",Small Cap,"Construction - Factories / Offices / Commercial",2.50,0.00,51.00,26.39,21.39,-18.95
1383,"Triumph International Finance India Ltd",532131,"Finance",Small Cap,"Finance - Investment / Others",10.00,0.00,0.00,31.41,15.21,-51.58
1388,"Prashant India Ltd",519014,"Diversified",Small Cap,"Diversified - Medium / Small",6.25,0.00,6.50,12.01,15.77,31.31
1415,"Satra Properties (India) Ltd",508996,"Realty",Small Cap,"Construction - Factories / Offices / Commercial",15.25,0.00,26.00,0.87,0.87,0
1482,"National Oxygen Ltd",NOL,"Chemicals",Small Cap,"Industrial Gas",22.00,0.00,16.50,121,68.97,-43
1509,"Amalgamated Electricity Company Ltd",501622,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",5.50,0.00,34.50,72.03,55.92,-22.37
1592,"Trustwave Securities Ltd",508963,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",6.25,0.00,16.50,22.95,18.71,-18.47
1657,"Silveroak Commercial Ltd",512197,"Construction",Small Cap,"Construction - Factories / Offices / Commercial",10.75,0.00,58.50,6.8,4.83,-28.97
1679,"Centrum Capital Ltd",CENTRUM,"Finance",Small Cap,"Finance - Investment / Others",25.25,0.00,78.00,39.71,24.16,-39.16
1740,"Harig Crankshafts Ltd",HARIGCRANK,"Castings, Forgings & Fastners",Small Cap,"Forgings - Medium / Small",4.75,0.00,0.00,2.49,6.81,173.49
1745,"Shriram Finance Ltd",SHRIRAMFIN,"Finance",Large Cap,"Finance - Large",31.00,0.00,27.00,616,1085.6,76.23
1763,"Munoth Capital Markets Ltd",511200,"Stock/ Commodity Brokers",Small Cap,"Securities/Commodities Trading Services",15.25,0.00,78.00,169.95,123.5,-27.33
1948,"Standard Shoe Sole & Mould India Ltd",523351,"Trading",Small Cap,"Trading - Medium / Small",2.50,0.00,0.00,19.01,22.51,18.41
1975,"Hercules Investments Ltd",HERCULES,"Finance",Small Cap,"Finance - Investment / Others",32.50,0.00,8.00,164.15,124.7,-24.03
1997,"Lords Mark Industries Limited",501261,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",7.75,0.00,0.00,551.05,669.7,21.53
1999,"Dalal Street Investments Ltd",501148,"Finance",Small Cap,"Finance - Investment / Others",5.50,0.00,1.00,369,382.5,3.66
2003,"PS IT Infrastructure & Services Ltd",505502,"Finance",Small Cap,"Finance - Investment / Others",21.25,0.00,39.50,1.44,1.35,-6.25
2075,"TECIL Chemical & Hydro Power Ltd",TECILCHEM,"Chemicals",Small Cap,"Chemicals - Inorganic - Medium / Small",7.00,0.00,1.00,16.85,13.68,-18.81
2121,"Ind-Agiv Commerce Ltd",517077,"Trading",Small Cap,"Trading - Medium / Small",15.25,0.00,68.00,92.82,60,-35.36
2129,"Tamil Nadu Telecommunications Ltd",TNTELE,"Cables",Small Cap,"Cables - Telephone",20.50,0.00,39.50,15.21,9.11,-40.11
2154,"Hemadri Cements Ltd",502133,"Cement",Small Cap,"Cement - Mini - South India",9.25,0.00,8.00,49.3,50.88,3.2
2157,"Bheema Cements Ltd",518017,"Cement",Small Cap,"Cement - Mini - South India",16.00,0.00,-3.00,16.15,16.15,0
2182,"Sri Chakra Cement Ltd",518053,"Cement",Small Cap,"Cement - Mini - South India",15.25,0.00,0.00,79.32,45.8,-42.26
2220,"Sharp India Ltd",KALYANISHP,"Consumer Durables",Small Cap,"Electronics - TV / Audio / VCR / VCP",2.50,0.00,27.00,57.81,43.16,-25.34
2233,"Mercury Trade Links Ltd",512415,"Trading",Small Cap,"Trading - Medium / Small",69.75,0.00,1.00,7.37,6.45,-12.48
2257,"Thakral Services (India) Ltd",509015,"Trading",Small Cap,"Trading - Medium / Small",2.50,0.00,29.50,10.33,15.39,48.98
2311,"Triliance Polymers Ltd",509046,"Trading",Small Cap,"Trading - Medium / Small",32.75,0.00,83.00,72.46,35.68,-50.76
2348,"Restile Ceramics Ltd",515085,"Ceramic Products",Small Cap,"Ceramics - Tiles",4.00,0.00,56.50,9.48,6.48,-31.65
2350,"SER Industries Ltd",507984,"Logistics",Small Cap,"Transport - Road",16.00,0.00,0.00,186.3,739.7,297.05
2385,"BIL Vyapar Ltd",BILVYAPAR,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",6.25,0.00,1.00,10.7,6.92,-35.33
2395,"Grand Foundry Ltd",GFSTEELS,"Steel",Small Cap,"Steel - Medium / Small",2.50,0.00,75.50,9.05,10.46,15.58
2410,"Arcotech Ltd",ARCOTECH,"Non Ferrous Metals",Small Cap,"Metal - Others",2.50,0.00,0.00,2.34,2.34,0
2435,"Rishabh Special Yarns Ltd",514177,"Trading",Small Cap,"Trading - Medium / Small",16.00,0.00,0.00,74.6,72.29,-3.1
2447,"Easun Reyrolle Ltd",EASUNREYRL,"Capital Goods - Electrical Equipment",Small Cap,"Electric Equipment - Switchgears/Relays/Circuits",2.50,100.00,10.50,2.5,2.5,0
2467,"Future Enterprises Ltd",FEL,"Retail",Small Cap,"Trading - Medium / Small",7.75,0.00,16.50,0.57,0.49,-14.04
2472,"Sanmitra Commercial Ltd",512062,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",37.75,0.00,0.00,10.48,30.49,190.94
2477,"Jaybharat Textiles & Real Estate Ltd",512233,"Textiles",Small Cap,"Textiles - Texturising",2.50,0.00,0.00,25.29,26.16,3.44
2493,"Rama Paper Mills Ltd",500357,"Paper",Small Cap,"Paper - Medium / Small",17.50,0.00,18.50,13.1,12.25,-6.49
2520,"Prag Bosimi Synthetics Ltd",PRAGBOSIMI,"Textiles",Small Cap,"Textiles - Manmade - PFY/PSF - InHouse Poly Condsn",2.50,0.00,10.00,2.13,1.84,-13.62
2662,"Artson Ltd",ARTSONENGG,"Infrastructure Developers & Operators",Small Cap,"Engineering - Turnkey Services",39.25,0.00,44.50,169,144,-14.79
2680,"Silverline Technologies Ltd",SILVERLINE,"IT - Software",Small Cap,"Computers - Software - Medium / Small",21.25,0.00,8.00,11.03,22.68,105.62
2759,"Olympic Oil Industries Ltd",507609,"Trading",Small Cap,"Trading - Medium / Small",4.75,0.00,1.00,27.7,30.99,11.88
2762,"Ecoboard Industries Ltd",WESTERNBIO,"Diversified",Small Cap,"Diversified - Medium / Small",20.50,0.00,100.00,33.86,55.13,62.82
2778,"K-Lifestyle & Industries Ltd",SHREEKRPOL,"Textiles",Small Cap,"Textiles - Hosiery / Knitwear",2.50,0.00,2.00,0.24,0.22,-8.33
2782,"Ashiana Ispat Ltd",513401,"Steel",Small Cap,"Steel - Rolling",7.75,0.00,31.00,22.03,26.23,19.06
2794,"Eastern Silk Industries Ltd",EASTSILK,"Textiles",Small Cap,"Textiles - Silk",6.25,0.00,78.00,26.43,27.75,4.99
2812,"Magnus Steel & Infra Ltd",517320,"Trading",Small Cap,"Trading - Medium / Small",10.75,0.00,0.00,5.14,59.53,1058.17
2848,"VLS Finance Ltd",VLSFINANCE,"Finance",Small Cap,"Finance - Investment / Others",2.50,0.00,16.50,231.35,259.2,12.04
2861,"Vallabh Steels Ltd",513397,"Steel",Small Cap,"Steel - Medium / Small",2.50,0.00,83.00,10.64,12.99,22.09
2912,"CMI Ltd",CMICABLES,"Cables",Small Cap,"Cables - Power - Medium / Small",2.50,0.00,2.00,3.22,4.58,42.24
2954,"V R Woodart Ltd",523888,"Plantation & Plantation Products",Small Cap,"Rubber - Products",1.00,0.00,79.00,52.19,93,78.2
2987,"Modern Malleables Ltd",MODERNMAL,"Capital Goods - Electrical Equipment",Small Cap,"Transmisson Line Towers / Equipment",51.75,0.00,0.00,1.65,11.06,570.3
2998,"Mid India Industries Ltd",MIDINDIA,"Trading",Small Cap,"Trading - Medium / Small",17.50,0.00,56.00,8.24,6.7,-18.69
3006,"Procal Electronics India Ltd",526009,"Trading",Small Cap,"Trading - Medium / Small",5.50,0.00,0.00,0.89,1.01,13.48
3028,"KS Smart Technlogies Limited",516038,"Paper",Small Cap,"Paper - Medium / Small",16.00,0.00,0.00,71.94,255.5,255.16
3082,"Rekvina Labs Ltd",526075,"Pharmaceuticals",Small Cap,"Pharmaceuticals - Indian - Formulations",1.00,0.00,0.00,4.5,26.09,479.78
3132,"Manor Estates & Industries Ltd",526115,"Realty",Small Cap,"Construction - Factories / Offices / Commercial",36.50,0.00,1.00,5.69,10.1,77.5
3154,"Transgene Biotek Ltd",526139,"Healthcare",Small Cap,"Miscellaneous - Medium / Small",25.00,0.00,-2.00,4.15,2.66,-35.9
3173,"Sanwaria Consumer Ltd",SANWARIA,"FMCG",Small Cap,"Food - Proccesing - Rice",2.50,0.00,30.50,0.49,0.49,0
3174,"MPL Plastics Ltd",MILTONPLAS,"Plastic products",Small Cap,"Plastics - Thermoware",8.50,0.00,21.50,9.23,7.4,-19.83
3252,"TMT (I) Ltd",TMTINDIA,"Capital Goods-Non Electrical Equipment",Small Cap,"Engineering - Light - General - Medium / Small",2.50,0.00,0.00,5.75,6.97,21.22
3299,"Tarai Foods Ltd",519285,"FMCG",Small Cap,"Food - Processing - Others",2.50,0.00,32.50,8.25,6.85,-16.97
3347,"Norris Medicines Ltd",524414,"Pharmaceuticals",Small Cap,"Pharmaceuticals - Indian - Bulk Drugs & Formln M/S",2.50,0.00,0.00,16.04,13.54,-15.59
3461,"Kartik Investments Trust Ltd",501151,"Finance",Small Cap,"Finance - Small",5.50,0.00,0.00,1087.8,1256.05,15.47
3502,"Arur Footwear Limited",513515,"Leather",Small Cap,"Leather / Synthetic Footware - Medium / Small",2.50,0.00,92.00,3.12,3.12,0
3505,"Winsome Yarns Ltd",WINSOME,"Textiles",Small Cap,"Textiles - Cotton Yarn - 100% EOUs",2.50,0.00,40.50,2.04,1.75,-14.22
3522,"Pan Electronics (India) Ltd",517397,"Consumer Durables",Small Cap,"Electronics - Capacitors",7.00,0.00,29.00,52.94,39.4,-25.58
3612,"Gem Spinners India Ltd",GEMSPIN,"Textiles",Small Cap,"Textiles - Cotton Yarn - 100% EOUs",1.00,0.00,93.00,7.22,5.32,-26.32
3648,"Dolat Algotech Ltd",DOLATALGO,"Finance",Small Cap,"Securities/Commodities Trading Services",32.00,0.00,4.00,82.41,75.49,-8.4
3673,"Shyam Telecom Ltd",SHYAMTEL,"Trading",Small Cap,"Trading - Medium / Small",2.50,0.00,16.50,14.31,10.49,-26.69
3680,"Sterling Powergensys Ltd",513575,"Trading",Small Cap,"Trading - Medium / Small",26.00,0.00,57.00,38.02,23.09,-39.27
3692,"Foundry Fuel Products Ltd",513579,"Mining & Mineral products",Small Cap,"Coke / Metalurgical Coke",5.50,0.00,43.00,6.72,5.57,-17.11
3695,"Kanel Industries Ltd",KANELOIL,"Trading",Small Cap,"Trading - Medium / Small",16.25,0.00,93.00,2.25,14.03,523.56
3697,"Krebs Biochemicals & Industries Ltd",KREBSBIO,"Pharmaceuticals",Small Cap,"Pharmaceuticals - Indian - Bulk Drugs",4.00,0.00,8.00,73.26,58.8,-19.74
3715,"Krishna Filament Industries Ltd",KRISNAFILA,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",9.25,0.00,35.50,6.68,6,-10.18
3722,"Bajaj Finance Ltd",BAJFINANCE,"Finance",Large Cap,"Finance - Large",40.00,0.00,58.50,894.65,1020.75,14.09
3733,"Welterman International Ltd",526431,"Fertilizers",Small Cap,"Fertilizers - Nitrogenous / Phosphatic",4.00,0.00,79.00,29.05,22.71,-21.82
3785,"Asian Petroproducts & Exports Ltd",524434,"Retail",Small Cap,"Trading - Medium / Small",28.00,0.00,18.50,8.33,8.55,2.64
3797,"Revati Media Ltd",524504,"Entertainment",Small Cap,"Entertainment - Electronic Media",12.25,0.00,0.00,7.53,10.55,40.11
3823,"National Plywood Industries Ltd",516062,"Plywood Boards/Laminates",Small Cap,"Decoratives - Wood-based",6.50,0.00,-2.00,3.63,5.56,53.17
3824,"Datiware Maritime Infra Ltd",519413,"Ship Building",Small Cap,"Shipping - medium / small",2.50,0.00,0.00,17.78,23.78,33.75
3827,"Bhudevi Infra Projects Ltd",526488,"Realty",Small Cap,"Construction - Housing - Medium / Small",16.00,0.00,55.00,266,272,2.26
3830,"Gayatri BioOrganics Ltd",524564,"Miscellaneous",Small Cap,"Starch",1.00,0.00,86.00,11.79,13.4,13.66
3866,"Priya Ltd",PRIYADYES,"Trading",Small Cap,"Trading - Medium / Small",2.50,0.00,30.00,21.91,21.32,-2.69
3894,"Sharma East India Hosp and Medical Research Ltd",524548,"Healthcare",Small Cap,"Hospitals / Medical Services",71.50,0.00,92.00,174.62,104.1,-40.38
3901,"Sri Lakshmi Saraswathi Textiles (Arni) Ltd",521161,"Textiles",Small Cap,"Textiles - Spinning/Cotton/Blended Yarn - Ring Spg",10.00,0.00,41.50,39.9,29,-27.32
3916,"Satiate Agri Ltd",524546,"Trading",Small Cap,"Trading - Medium / Small",31.00,0.00,0.00,39.05,22.1,-43.41
3922,"Easy Fincorp Ltd",511074,"Finance",Small Cap,"Finance - Small",5.50,0.00,0.00,990,990,0
3931,"Hemo Organic Ltd",524590,"Trading",Small Cap,"Trading - Medium / Small",22.00,0.00,18.50,9.33,17.03,82.53
3938,"Maximaa Systems Ltd",526538,"Trading",Small Cap,"Trading - Medium / Small",7.75,0.00,0.00,0.84,0.84,0
3944,"Maxgrow India Ltd",521167,"Trading",Small Cap,"Trading - Medium / Small",7.75,0.00,0.00,11.59,60.61,422.95
3998,"Oxford Industries Ltd",514414,"Textiles",Small Cap,"Trading - Medium / Small",17.50,0.00,0.00,0.81,8.76,981.48
4030,"Linaks Microelectronics Ltd",517463,"Consumer Durables",Small Cap,"Electronics - PCBs",2.50,0.00,0.00,1.38,1.38,0
4031,"Gangotri Textiles Ltd",GANGOTRI,"Textiles",Small Cap,"Textiles - Cotton Yarn - Open-Ended Spinning",1.00,0.00,0.00,0.58,0.62,6.9
4032,"iStreet Network Ltd",524622,"E-Commerce/App based Aggregator",Small Cap,"Trading - Medium / Small",19.75,0.00,78.00,18.87,36.72,94.59
4041,"Midwest Gold Ltd",526570,"Mining & Mineral products",Small Cap,"Mining / Minerals",16.00,0.00,78.00,1915.65,4580.25,139.1
4055,"Supra Trends Ltd",511539,"Textiles",Small Cap,"Textiles - Others",1.00,0.00,0.00,29.41,14.3,-51.38
4066,"Marsons Ltd",517467,"Capital Goods - Electrical Equipment",Small Cap,"Electric Equipment - Transformers",48.00,0.00,22.00,185.4,138.05,-25.54
4068,"Omega Ag Seeds (Punjab) Ltd",519479,"Trading",Small Cap,"Trading - Medium / Small",14.00,0.00,80.00,12.97,8.7,-32.92
4071,"Riga Sugar Company Ltd",507508,"Sugar",Small Cap,"Sugar - Others",2.50,0.00,0.00,5.25,5.25,0
4108,"Shree Rajeshwaranand Paper Mills Ltd",516086,"Paper",Small Cap,"Paper - Medium / Small",7.00,0.00,0.00,1.71,1.71,0
4141,"3P Land Holdings Ltd",3PLAND,"Finance",Small Cap,"Finance - Investment / Others",31.00,0.00,51.00,48.27,34,-29.56
4144,"N K Industries Ltd",NKIND,"Edible Oil",Small Cap,"Solvent Extraction - Medium / Small",7.00,0.00,44.50,66.5,63.57,-4.41
4228,"LS Industries Ltd",514446,"Textiles",Small Cap,"Textiles - Weaving",5.50,0.00,12.00,31.49,32.31,2.6
4248,"LIC Housing Finance Ltd",LICHSGFIN,"Finance",Small Cap,"Finance - Housing - Large",34.50,0.00,12.50,563.3,546.9,-2.91
4264,"Befound Movement Limited",511585,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",17.50,0.00,78.00,5.32,3.18,-40.23
4275,"Parenteral Drugs (India) Ltd",PDPL,"Pharmaceuticals",Small Cap,"Pharmaceuticals - I V Fluids",2.50,0.00,0.00,3.39,3.39,0
4279,"Spectra Industries Ltd",513687,"Auto Ancillaries",Small Cap,"Auto Ancillaries - Sheet Metal",2.50,0.00,8.00,4.19,5.52,31.74
4290,"Cityman Ltd",521210,"Realty",Small Cap,"Construction - Factories / Offices / Commercial",2.50,0.00,72.50,19.17,13.6,-29.06
4344,"Ventura Textiles Ltd",516098,"Textiles",Small Cap,"Textiles - Weaving",4.00,0.00,29.00,10.47,8.5,-18.82
4346,"Quest Capital Markets Ltd",500069,"Finance",Small Cap,"Finance - Investment / Others",23.50,0.00,4.00,334.9,273.9,-18.21
4387,"Univa Foods Ltd",UNIVAFOODS,"Hotels & Restaurants",Small Cap,"Hotels - Small",2.50,0.00,72.00,7.15,7.87,10.07
4411,"Fenoplast Ltd",526689,"Plastic products",Small Cap,"Plastics - Others",12.25,0.00,0.00,13.04,13.04,0
4473,"DJS Stock & Shares Ltd",511636,"Stock/ Commodity Brokers",Small Cap,"Securities/Commodities Trading Services",41.00,0.00,0.00,2.67,2.32,-13.11
4500,"Starlite Components Ltd",517548,"Miscellaneous",Small Cap,"Lighting Systems",17.50,0.00,86.00,3.64,3.64,0
4502,"Alchemist Ltd",ALCHEM,"Diversified",Small Cap,"Diversified - Medium / Small",2.50,10.00,0.00,3.01,3.01,0
4521,"Asahi Industries Ltd",514482,"Textiles",Small Cap,"Textiles - Cotton Yarn - Open-Ended Spinning",2.50,0.00,0.00,5.09,5.09,0
4528,"Axentra Corp Limited",511634,"Construction",Small Cap,"Construction - Factories / Offices / Commercial",4.75,0.00,0.00,128.4,360.9,181.07
4580,"GIC Housing Finance Ltd",GICHSGFIN,"Finance",Small Cap,"Finance - Housing - Large",17.50,0.00,10.50,176.9,155.1,-12.32
4592,"Clenon Enterprises Ltd",517564,"Cables",Small Cap,"Cables - Telephone",1.00,0.00,0.00,49.35,59.97,21.52
4597,"Velan Hotels Ltd",526755,"Hotels & Restaurants",Small Cap,"Hotels - Small",16.75,0.00,2.00,5.27,5.92,12.33
4620,"IMP Powers Ltd",INDLMETER,"Capital Goods - Electrical Equipment",Small Cap,"Electric Equipment - Transformers",2.50,0.00,76.00,6.06,6.06,0
4631,"Kandagiri Spinning Mills Ltd",KANDAGIRI,"Textiles",Small Cap,"Trading - Medium / Small",4.00,0.00,89.00,44.69,42.89,-4.03
4638,"Invigorated Business Consulting Ltd",ESCORTSFIN,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",10.00,0.00,38.50,7.74,5.5,-28.94
4686,"Pasupati Fincap Ltd",511734,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",17.50,0.00,94.00,24.44,14.26,-41.65
4689,"Ushdev International Ltd",USHDEVINT,"Power Generation & Distribution",Small Cap,"Power Generation And Supply",6.25,0.00,2.00,1.03,1.03,0
4803,"The Investment Trust of India Ltd",THEINVEST,"Finance",Small Cap,"Finance - Small",7.75,0.00,28.50,155.9,99.25,-36.34
4804,"Aadi Industries Ltd",530027,"Plastic products",Small Cap,"Plastics - Others",4.00,0.00,97.00,7.56,8.92,17.99
4889,"Heera Ispat Ltd",526967,"Steel",Small Cap,"Steel - Medium / Small",2.50,0.00,46.50,7.95,7.1,-10.69
4909,"Garodia Chemical Ltd",530161,"Trading",Small Cap,"Trading - Medium / Small",1.00,0.00,0.00,7.32,10.67,45.77
4928,"Risa International Ltd",530251,"Trading",Small Cap,"Trading - Medium / Small",1.00,0.00,2.00,0.69,0.52,-24.64
4948,"Paos Industries Ltd",530291,"FMCG",Small Cap,"Detergents / Intermediates",16.00,0.00,92.00,55.14,56.99,3.36
4980,"Shree Rajivlochan Oil Extraction Ltd",530295,"Edible Oil",Small Cap,"Solvent Extraction - Medium / Small",21.25,0.00,0.00,27.42,36.1,31.66
4995,"Nutricircle Ltd",530219,"FMCG",Small Cap,"Food - Processing - Others",47.75,0.00,8.00,114.55,391.35,241.64
4996,"RSC International Ltd",530179,"Textiles",Small Cap,"Trading - Medium / Small",16.00,0.00,83.00,55.44,40.74,-26.52
