stock_id,stock_name,symbol,sector,mcap_type,industry,financial_score,qm_score,technical_score,start_price,end_price,return_pct
78697,"Innovatus Entertainment Networks Ltd",543951,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",66.00,0.00,-4.00,14.15,14.15,0
78706,"Globale Tessile Ltd",GLOBALE,"Textiles",Small Cap,"Textiles - Others",31.00,0.00,43.50,14.11,12.2,-13.54
79000,"Cube Highways Trust",CUBEINVIT,"Infrastructure Investment Trusts",Small Cap,"Infra/ Real Estate Investment Trust",37.75,0.00,0.00,130.5,140,7.28
79030,"Raymond Lifestyle Ltd",RAYMONDLSL,"Textiles",Small Cap,"Textiles - Others",58.25,0.00,37.00,1157.1,894.55,-22.69
79071,"International Gemmological Institute (India) Ltd",IGIL,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",81.00,0.00,0.00,350.85,332.15,-5.33
79141,"Sanofi Consumer Healthcare India Ltd",SANOFICONR,"Pharmaceuticals",Small Cap,"Pharmaceuticals - Multinational",79.00,0.00,51.00,5152.35,4005.75,-22.25
80006,"Sanstar Ltd",SANSTAR,"FMCG",Small Cap,"Starch",75.00,0.00,4.00,83.71,85.99,2.72
81901,"Shree Tirupati Balajee Agro Trading Co. Ltd",BALAJEE,"Packaging",Small Cap,"Packaging - Polysacks",68.50,0.00,41.50,51.63,30.02,-41.86
82794,"Ajax Engineering Ltd",AJAXENGG,"Capital Goods-Non Electrical Equipment",Small Cap,"Engineering - Heavy - General - Large",81.75,0.00,0.00,680.1,491,-27.8
82898,"Parmeshwar Metal Ltd",544330,"Mining & Mineral products",Small Cap,"Metal - Copper / Copper Alloy Products",74.50,0.00,0.00,70,122.6,75.14
85110,"Ceigall India Ltd",CEIGALL,"Infrastructure Developers & Operators",Small Cap,"Construction - Civil / Turnkey - Large",83.50,0.00,16.50,252.7,288.25,14.07
86032,"Amkay Products Ltd",544169,"Healthcare",Small Cap,"Medical Equipment",48.00,0.00,32.50,54.5,59.85,9.82
86134,"Laxmi Dental Ltd",LAXMIDENTL,"Healthcare",Small Cap,"Medical Equipment",68.75,0.00,0.00,349.95,186.7,-46.65
86391,"Vishal Mega Mart Ltd",VMM,"Retail",Mid Cap,"Trading - Large",66.00,0.00,0.00,150.6,122.85,-18.43
88957,"Odigma Consultancy Solutions Ltd",ODIGMA,"IT - Software",Small Cap,"IT Enabled Services / Business Process Outsourcing",41.50,0.00,0.00,30.65,26.26,-14.32
89433,"OneSource Specialty Pharma Ltd",ONESOURCE,"Pharmaceuticals",Small Cap,"Biotechnology",38.25,0.00,0.00,1857.75,1293.75,-30.36
89824,"Indogulf Cropsciences Ltd",IGCL,"Agro Chemicals",Small Cap,"Pesticides / Agrochemicals - Indian - Large",49.25,0.00,0.00,115,64.23,-44.15
91610,"Rikhav Securities Ltd",544340,"Stock/ Commodity Brokers",Small Cap,"Securities/Commodities Trading Services",31.50,0.00,0.00,72.8,44.83,-38.42
91644,"Western Carriers (India) Ltd",WCIL,"Logistics",Small Cap,"Transport - Road",68.75,0.00,93.00,130.95,114.4,-12.64
91692,"Raymond Realty Ltd",RAYMONDREL,"Realty",Small Cap,"Construction - Factories / Offices / Commercial",7.50,0.00,0.00,637.65,427.4,-32.97
91708,"Sodhani Academy of Fintech Enablers Ltd",544257,"Education",Small Cap,"Miscellaneous - Medium / Small",85.00,0.00,75.50,282,202,-28.37
91810,"Davin Sons Retail Ltd",544331,"Trading",Small Cap,"Trading - Medium / Small",35.00,0.00,0.00,55.42,36.5,-34.14
91822,"GNG Electronics Ltd",EBGNG,"Trading",Small Cap,"Trading - Medium / Small",72.25,0.00,0.00,345.3,366.2,6.05
91836,"ITC Hotels Ltd",ITCHOTELS,"Hotels & Restaurants",Mid Cap,"Hotels - Large",68.25,0.00,0.00,244.85,179.2,-26.81
91844,"Vruddhi Engineering Works Ltd",544157,"Trading",Small Cap,"Trading - Medium / Small",48.00,0.00,15.00,210.25,200,-4.88
91866,"JNK India Ltd",JNKINDIA,"Capital Goods-Non Electrical Equipment",Small Cap,"Engineering - Heavy - General - Medium / Small",74.50,0.00,12.00,299.15,238.4,-20.31
91887,"Shree Marutinandan Tubes Ltd",544083,"Trading",Small Cap,"Trading - Medium / Small",62.50,0.00,12.00,99.85,66.05,-33.85
91895,"Arkade Developers Ltd",ARKADE,"Realty",Small Cap,"Construction - Housing - Large",85.00,0.00,51.00,183.1,113.7,-37.9
91898,"Covance Softsol Ltd",544361,"IT - Software",Small Cap,"Computers - Software - Medium / Small",53.25,0.00,0.00,27.74,171.3,517.52
92153,"Varyaa Creations Ltd",544168,"Diamond, Gems and Jewellery",Small Cap,"Diamond Cutting / Jewellery - Medium / Small",40.00,0.00,12.00,40,32.89,-17.77
92229,"SRM Contractors Ltd",SRM,"Infrastructure Developers & Operators",Small Cap,"Construction - Civil / Turnkey - Medium / Small",86.50,0.00,80.00,490.9,410.55,-16.37
92230,"Saraswati Saree Depot Ltd",SSDL,"Textiles",Small Cap,"Trading - Medium / Small",35.00,0.00,12.50,92.18,61.42,-33.37
92281,"Deepak Chemtex Ltd",544036,"Chemicals",Small Cap,"Dyes And Pigments - Medium / Small",85.00,0.00,55.00,137,100.1,-26.93
92335,"Kross Ltd",KROSS,"Auto Ancillaries",Small Cap,"Auto Ancillaries - Axles / Shafts",83.75,0.00,75.50,188.75,198.1,4.95
92398,"Piotex Industries Ltd",544178,"Textiles",Small Cap,"Trading - Medium / Small",74.50,0.00,80.00,64.91,46.56,-28.27
92423,"Kizi Apparels Ltd",544221,"Textiles",Small Cap,"Textiles - Readymade Apparel",18.25,0.00,6.00,16.58,15,-9.53
92424,"Intelligent Supply Chain Infrastructure Trust",544005,"Infrastructure Investment Trusts",Small Cap,"Infra/ Real Estate Investment Trust",7.75,0.00,0.00,125,125,0
92469,"Greenhitech Ventures Ltd",544163,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",62.75,0.00,1.00,92.15,84.8,-7.98
92471,"Magenta Lifecare Ltd",544188,"Consumer Durables",Small Cap,"Miscellaneous - Medium / Small",31.75,0.00,0.00,16.5,13.7,-16.97
92547,"Kronox Lab Sciences Ltd",KRONOX,"Chemicals",Small Cap,"Chemicals - Speciality - Medium / Small",87.00,0.00,46.50,170.6,112.4,-34.11
92548,"Gabriel Pet Straps Ltd",544108,"Plastic products",Small Cap,"Plastics - Others",44.25,0.00,77.00,260,185,-28.85
92579,"Finelistings Technologies Ltd",544173,"IT - Software",Small Cap,"Computers - Software - Medium / Small",41.00,0.00,2.00,28,15.05,-46.25
92592,"Gconnect Logitech & Supply Chain Ltd",544156,"Logistics",Small Cap,"Transport - Road",77.75,0.00,12.00,21.68,25,15.31
92618,"Denta Water & Infra Solutions Ltd",DENTA,"Infrastructure Developers & Operators",Small Cap,"Construction - Civil / Turnkey - Medium / Small",75.00,0.00,0.00,423.8,252,-40.54
92640,"Stallion India Fluorochemicals Ltd",STALLION,"Chemicals",Small Cap,"Industrial Gas",83.75,0.00,0.00,125.55,128.7,2.51
92650,"Chembond Chemicals Ltd",CHEMBONDCH,"Chemicals",Small Cap,"Chemicals - Speciality - Medium / Small",45.75,0.00,0.00,217.2,151.2,-30.39
92677,"United Cotfab Ltd",544195,"Textiles",Small Cap,"Textiles - Cotton Yarn - Open-Ended Spinning",29.50,0.00,-3.00,22,19,-13.64
92681,"Vraj Iron & Steel Ltd",VRAJ,"Steel",Small Cap,"Steel - Sponge Iron",83.50,0.00,12.00,155.7,125.25,-19.56
92685,"Retaggio Industries Ltd",544391,"Diamond, Gems and Jewellery",Small Cap,"Diamond Cutting / Jewellery - Medium / Small",19.75,0.00,0.00,24.56,37.24,51.63
92695,"Resourceful Automobile Ltd",544236,"Trading",Small Cap,"Trading - Medium / Small",53.75,0.00,0.00,63.72,36.9,-42.09
92699,"Broach Lifecare Hospital Ltd",544231,"Healthcare",Small Cap,"Hospitals / Medical Services",46.75,0.00,0.00,25.4,14.5,-42.91
92700,"Emmforce Autotech Ltd",544166,"Auto Ancillaries",Small Cap,"Auto Ancillaries - Others",82.25,0.00,16.50,92,127.1,38.15
92701,"Dindigul Farm Product Ltd",544201,"FMCG",Small Cap,"Food and Dairy Products - Indian - Medium / Small",27.50,0.00,-4.00,19.45,13.55,-30.33
92702,"Dolphin Kitchen Utencils and Applicances Limited",544170,"Consumer Durables",Small Cap,"Domestic Appliances - Cookers / Others",21.50,0.00,16.50,34.61,33.81,-2.31
92703,"Faalcon Concepts Ltd",FAALCON,"Construction",Small Cap,"Construction - Civil / Turnkey - Medium / Small",83.00,0.00,6.00,40,38.29,-4.28
92704,"Associated Coaters Ltd",544183,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",35.00,0.00,2.00,84.5,112.9,33.61
92705,"TGIF Agribusiness Ltd",544175,"FMCG",Small Cap,"Miscellaneous - Medium / Small",76.50,0.00,85.00,98,86,-12.24
92708,"Deepak Builders & Engineers India Ltd",DBEIL,"Infrastructure Developers & Operators",Small Cap,"Construction - Civil / Turnkey - Medium / Small",76.00,0.00,16.50,132.25,80.04,-39.48
92755,"KRN Heat Exchanger and Refrigeration Ltd",KRN,"Engineering",Small Cap,"Engineering - Light - General - Medium / Small",75.00,0.00,86.00,954.75,999.05,4.64
92781,"Garuda Construction and Engineering Ltd",GARUDA,"Infrastructure Developers & Operators",Small Cap,"Engineering - Turnkey Services",75.00,0.00,84.00,191.7,180.6,-5.79
92782,"Rapid Multimodal Logistics Ltd",544237,"Logistics",Small Cap,"Transport - Road",35.00,0.00,0.00,66.5,143.7,116.09
92784,"Shivam Chemicals Ltd",544165,"Trading",Small Cap,"Trading - Medium / Small",81.50,0.00,56.50,58,100.2,72.76
92788,"Clinitech Laboratory Ltd",544220,"Healthcare",Small Cap,"Diagnostic Services",56.50,0.00,0.00,50.24,44,-12.42
92829,"Aztec Fluids & Machinery Ltd",544177,"IT - Hardware",Small Cap,"Computers - Hardware - Medium / Small",99.50,0.00,47.50,84.5,97,14.79
92832,"Gem Enviro Management Ltd",544199,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",56.00,0.00,-4.00,63.82,44.49,-30.29
92843,"Tolins Tyres Ltd",TOLINS,"Tyres",Small Cap,"Tyres - Medium / Small",58.25,0.00,16.50,149.4,113.6,-23.96
92846,"Bluspring Enterprises Ltd",BLUSPRING,"Diversified",Small Cap,"Diversified - Large",10.00,0.00,0.00,81.18,54.07,-33.39
92861,"Smartworks Coworking Spaces Ltd",SMARTWORKS,"Co-Working",Small Cap,"Miscellaneous - Medium / Small",49.50,0.00,0.00,489.85,416.65,-14.94
92862,"Indiqube Spaces Ltd",INDIQUBE,"Co-Working",Small Cap,"Miscellaneous - Medium / Small",48.50,0.00,0.00,227.15,174.7,-23.09
92869,"VVIP Infratech Ltd",544219,"Infrastructure Developers & Operators",Small Cap,"Construction - Civil / Turnkey - Medium / Small",82.25,0.00,16.50,182,107.5,-40.93
92883,"Orient Technologies Ltd",ORIENTTECH,"IT - Software",Small Cap,"Computers - Software - Medium / Small",64.25,0.00,14.50,282.68,298.85,5.72
92886,"3C IT Solutions & Telecoms (India) Ltd",544190,"IT - Software",Small Cap,"Computers - Software - Medium / Small",29.50,0.00,27.50,24.5,19.86,-18.94
92923,"Mangal Compusolution Ltd",544287,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",65.00,0.00,0.00,57.8,48,-16.96
92929,"GB Logistics Commerce Ltd",544348,"Logistics",Small Cap,"Transport - Road",83.00,0.00,0.00,50.84,38.5,-24.27
92934,"Sattrix Information Security Ltd",544189,"IT - Software",Small Cap,"Computers - Software - Medium / Small",85.00,0.00,86.00,200.85,383.6,90.99
92959,"Crizac Ltd",CRIZAC,"Education",Small Cap,"Miscellaneous - Medium / Small",61.50,0.00,0.00,351.7,221.85,-36.92
92964,"Afcom Holdings Ltd",544224,"Logistics",Small Cap,"Transport - Airlines",84.50,0.00,51.00,876.4,806.4,-7.99
92982,"Three M Paper Boards Ltd",544214,"Paper",Small Cap,"Paper - Medium / Small",71.25,0.00,6.50,43.45,28.7,-33.95
92983,"Popular Foundations Ltd",544259,"Infrastructure Developers & Operators",Small Cap,"Construction - Civil / Turnkey - Medium / Small",53.75,0.00,75.50,34.94,33.38,-4.46
92984,"Aelea Commodities Ltd",544213,"FMCG",Small Cap,"Food - Processing - Others",32.25,0.00,37.00,179.1,132.5,-26.02
92996,"Aditya Birla Lifestyle Brands Ltd",ABLBL,"Retail",Small Cap,"Retailing",13.25,0.00,0.00,142.85,104.35,-26.95
93047,"Travels & Rentals Ltd",544242,"Miscellaneous",Small Cap,"Travel Agencies",49.25,0.00,0.00,38.22,16.34,-57.25
93048,"Shreenath Paper Products Ltd",544372,"Trading",Small Cap,"Trading - Medium / Small",46.50,0.00,0.00,23.1,12.99,-43.77
93113,"All Time Plastics Ltd",ALLTIME,"Plastic products",Small Cap,"Plastics - Others",80.75,0.00,0.00,315.45,244.8,-22.4
93131,"Share Samadhan Ltd",544251,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",84.25,0.00,25.00,70.99,49,-30.98
93186,"Amwill Health Care Ltd",544353,"Pharmaceuticals",Small Cap,"Pharmaceuticals - Indian - Bulk Drugs & Formln M/S",50.00,0.00,0.00,60.9,34.75,-42.94
93240,"Khyati Global Ventures Ltd",544270,"Trading",Small Cap,"Trading - Medium / Small",77.25,0.00,0.00,68,43.1,-36.62
93245,"Quadrant Future Tek Ltd",QUADFUTURE,"Cables",Small Cap,"Cables - Power - Medium / Small",40.00,0.00,0.00,410.8,287.65,-29.98
93246,"Kenrik Industries Ltd",544398,"Diamond, Gems and Jewellery",Small Cap,"Diamond Cutting / Jewellery - Medium / Small",65.50,0.00,0.00,13.5,8.63,-36.07
93271,"Sagility Ltd",SAGILITY,"IT - Software",Small Cap,"IT Enabled Services / Business Process Outsourcing",82.25,0.00,0.00,46.07,42.78,-7.14
93274,"Siemens Energy India Ltd",ENRIN,"Power Generation & Distribution",Mid Cap,"Power Generation And Supply",33.75,0.00,0.00,3374.05,2998.25,-11.14
93284,"H.M. Electro Mech Ltd",544349,"Infrastructure Developers & Operators",Small Cap,"Engineering - Turnkey Services",83.75,0.00,0.00,65,45.5,-30
93287,"CapitalNumbers Infotech Ltd",544343,"IT - Software",Small Cap,"Computers - Software - Medium / Small",82.25,0.00,0.00,121.05,84.66,-30.06
93288,"Supertech EV Ltd",544428,"Automobile",Small Cap,"Automobiles - Scooters and 3-Wheelers",83.00,0.00,0.00,56.57,57.99,2.51
93328,"Nacdac Infrastructure Ltd",544313,"Construction",Small Cap,"Construction - Civil / Turnkey - Medium / Small",82.25,0.00,0.00,34.4,26.5,-22.97
93341,"Subam Papers Ltd",544267,"Packaging",Small Cap,"Packaging - Others",78.00,0.00,77.00,120.37,173.5,44.14
93342,"Mach Conferences & Events Ltd",544248,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",40.00,0.00,8.00,130,121,-6.92
93346,"Identixweb Ltd",544388,"IT - Software",Small Cap,"Computers - Software - Medium / Small",85.00,0.00,0.00,65.33,72.32,10.7
93347,"Shiv Texchem Ltd",544272,"Chemicals",Small Cap,"Trading - Medium / Small",77.75,0.00,89.50,283.5,122.1,-56.93
93453,"Nexxus Petro Industries Ltd",544265,"Petrochemicals",Small Cap,"Petrochemicals - Others",83.00,0.00,0.00,135,83.5,-38.15
93473,"Standard Engineering Technology Ltd",SETL,"Capital Goods-Non Electrical Equipment",Small Cap,"Engineering - Heavy - Glass-lined Equipment",73.25,0.00,0.00,180.1,122.25,-32.12
93474,"Swasth Foodtech India Ltd",544368,"Edible Oil",Small Cap,"Solvent Extraction - Medium / Small",66.75,0.00,0.00,32.7,18.12,-44.59
93477,"Senores Pharmaceuticals Ltd",SENORES,"Pharmaceuticals",Small Cap,"Pharmaceuticals - Indian - Formulations",55.25,0.00,0.00,723.7,770.75,6.5
93482,"Toss The Coin Ltd",544303,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",72.00,0.00,0.00,321,327,1.87
93505,"Hamps Bio Limited",544312,"Trading",Small Cap,"Trading - Medium / Small",64.75,0.00,0.00,26.15,18.95,-27.53
93506,"PDP Shipping & Projects Ltd",544378,"Logistics",Small Cap,"Miscellaneous - Medium / Small",65.00,0.00,0.00,72.18,60,-16.87
93507,"CLN Energy Ltd",544347,"Auto Ancillaries",Small Cap,"Auto Ancillaries - Batteries",79.00,0.00,0.00,545.1,329,-39.64
93509,"Nisus Finance Services Co Ltd",544296,"Finance",Small Cap,"Finance - Investment / Others",41.00,0.00,0.00,358.9,265.2,-26.11
93578,"Mahalaxmi Fabric Mills Ltd",MFML,"Textiles",Small Cap,"Textiles - Others",30.25,0.00,31.00,30.84,24.97,-19.03
93579,"B.R.Goyal Infrastructure Ltd",544335,"Infrastructure Developers & Operators",Small Cap,"Construction - Civil / Turnkey - Medium / Small",80.75,0.00,0.00,163,93.95,-42.36
93587,"Rajesh Power Services Ltd",544291,"Infrastructure Developers & Operators",Small Cap,"Construction - Civil / Turnkey - Large",74.50,0.00,0.00,1584.55,889.8,-43.85
93589,"Arisinfra Solutions Ltd",ARIS,"Trading",Small Cap,"Trading - Medium / Small",42.50,0.00,0.00,144.4,111.1,-23.06
93610,"Fabtech Technologies Cleanrooms Ltd",544332,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",71.25,0.00,0.00,429.65,268.8,-37.44
93613,"Capital Infra Trust",CAPINVIT,"Infrastructure Investment Trusts",Small Cap,"Infra/ Real Estate Investment Trust",32.00,0.00,0.00,79.93,70.06,-12.35
93630,"L.K.Mehta Polymers Ltd",544366,"Plastic products",Small Cap,"Plastics - Others",48.50,0.00,0.00,50,43.99,-12.02
93631,"Unimech Aerospace and Manufacturing Ltd",UNIMECH,"Aerospace & Defence",Small Cap,"Engineering - Heavy - General - Medium / Small",58.25,0.00,0.00,1085.05,884.8,-18.46
93635,"Landmark Global Learning Ltd",544341,"Education",Small Cap,"Miscellaneous - Medium / Small",80.25,0.00,0.00,60.35,37.5,-37.86
93638,"Technichem Organics Ltd",544327,"Chemicals",Small Cap,"Chemicals - Speciality - Medium / Small",47.75,0.00,0.00,61.5,45,-26.83
93643,"Astonea Labs Ltd",544409,"Pharmaceuticals",Small Cap,"Pharmaceuticals - Indian - Bulk Drugs",78.25,0.00,0.00,182.3,160,-12.23
93644,"Cryogenic OGS Ltd",544440,"Engineering",Small Cap,"Engineering - Light - General - Medium / Small",73.50,0.00,0.00,107.65,156.1,45.01
93841,"Indobell Insulations Ltd",544334,"Plastic products",Small Cap,"Plastics - Others",72.25,0.00,0.00,124.3,58.55,-52.9
93842,"Adcounty Media India Ltd",544435,"IT - Software",Small Cap,"Computers - Software - Medium / Small",85.00,0.00,0.00,238.35,120.45,-49.47
93850,"Leo Dryfruits & Spices Trading Ltd",544329,"Retail",Small Cap,"Trading - Medium / Small",77.50,0.00,0.00,77,55,-28.57
93853,"NAPS Global India Ltd",544373,"Textiles",Small Cap,"Trading - Medium / Small",75.00,0.00,0.00,45,44,-2.22
94003,"Malpani Pipes & Fittings Ltd",544351,"Plastic products",Small Cap,"Plastics - Pipes",82.50,0.00,0.00,78.29,71.86,-8.21
94004,"Nukleus Office Solutions Ltd",544370,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",85.00,0.00,0.00,160,202,26.25
94005,"Solarium Green Energy Ltd",544354,"Infrastructure Developers & Operators",Small Cap,"Engineering - Turnkey Services",76.50,0.00,0.00,381,159.3,-58.19
94006,"Paradeep Parivahan Ltd",544383,"Logistics",Small Cap,"Miscellaneous - Medium / Small",83.25,0.00,0.00,138.4,162.5,17.41
94007,"Srigee DLM Ltd",544399,"Plastic products",Small Cap,"Plastics - Others",83.75,0.00,0.00,218.9,83.64,-61.79
94008,"NTPC Green Energy Ltd",NTPCGREEN,"Power Generation & Distribution",Mid Cap,"Power Generation And Supply",84.25,0.00,0.00,103.4,90.29,-12.68
94022,"Neetu Yoshi Ltd",544434,"Castings, Forgings & Fastners",Small Cap,"Castings - Steel / Alloy",84.50,0.00,0.00,125.5,92.5,-26.29
94032,"Aten Papers & Foam Ltd",544417,"Trading",Small Cap,"Trading - Medium / Small",73.75,0.00,0.00,33.1,21.3,-35.65
94034,"Shanmuga Hospital Ltd",544365,"Healthcare",Small Cap,"Hospitals / Medical Services",44.00,0.00,0.00,48.95,40,-18.28
94035,"Takyon Networks Ltd",544471,"IT - Software",Small Cap,"Computers - Software - Medium / Small",54.75,0.00,0.00,50.86,34,-33.15
94039,"Icon Facilitators Ltd",544426,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",83.75,0.00,0.00,54.95,55.2,0.45
94044,"BLT Logistics Ltd",544474,"Logistics",Small Cap,"Transport - Road",85.50,0.00,0.00,67.97,37,-45.56
94045,"Monarch Surveyors and Engineering Consultants Ltd",544453,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",86.00,0.00,0.00,272.25,203.55,-25.23
94047,"Super Iron Foundry Ltd",544381,"Castings, Forgings & Fastners",Small Cap,"Castings - Grey Iron",46.25,0.00,0.00,46.65,35.25,-24.44
94048,"ACE Alpha Tech Ltd",544431,"IT - Software",Small Cap,"Computers - Software - Medium / Small",65.00,0.00,0.00,101,100,-0.99
94067,"Scoda Tubes Ltd",SCODATUBES,"Steel",Small Cap,"Steel - Tubes / Pipes",71.75,0.00,0.00,171.65,136.6,-20.42
94069,"Sambhv Steel Tubes Ltd",SAMBHV,"Steel",Small Cap,"Steel - Tubes / Pipes",83.50,0.00,0.00,129.65,101.23,-21.92
94071,"Infonative Solutions Ltd",544393,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",80.00,0.00,0.00,33.95,27.9,-17.82
94075,"Desco Infratech Ltd",544387,"Infrastructure Developers & Operators",Small Cap,"Construction - Civil / Turnkey - Medium / Small",84.00,0.00,0.00,260.05,157,-39.63
94076,"AJC Jewel Manufacturers Ltd",544425,"Diamond, Gems and Jewellery",Small Cap,"Diamond Cutting / Jewellery - Medium / Small",68.50,0.00,0.00,97.02,127,30.9
94126,"Repono Ltd",544463,"Logistics",Small Cap,"Miscellaneous - Medium / Small",82.00,0.00,0.00,85,60,-29.41
94175,"3B Films Ltd",544412,"Packaging",Small Cap,"Packaging - BOPP Film",62.25,0.00,0.00,34.97,21.49,-38.55
94177,"Borana Weaves Ltd",BORANA,"Textiles",Small Cap,"Textiles - Weaving",74.50,0.00,0.00,216.75,417.9,92.8
94187,"Spinaroo Commercial Ltd",544392,"Paper",Small Cap,"Paper - Medium / Small",57.25,0.00,0.00,76.69,58.6,-23.59
94247,"Beezaasan Explotech Ltd",544369,"Chemicals",Small Cap,"Industrial Explosives",82.25,0.00,0.00,213.1,228.25,7.11
94266,"Marc Loire Fashions Ltd",544437,"E-Commerce/App based Aggregator",Small Cap,"Trading - Medium / Small",74.25,0.00,0.00,66.5,67.58,1.62
94267,"Unified Data- Tech Solutions Ltd",544406,"IT - Software",Small Cap,"Computers - Software - Medium / Small",94.50,0.00,0.00,333.5,358.9,7.62
94283,"Meta Infotech Ltd",544441,"IT - Software",Small Cap,"Computers - Software - Medium / Small",84.50,0.00,0.00,159.9,89.26,-44.18
94294,"Vandan Foods Ltd",544436,"Edible Oil",Small Cap,"Solvent Extraction - Medium / Small",59.50,0.00,0.00,39.08,38.36,-1.84
94301,"Valencia India Ltd",544433,"Miscellaneous",Small Cap,"Miscellaneous - Medium / Small",84.50,0.00,0.00,31.67,17,-46.32
94305,"Sri Lotus Developers & Realty Ltd",LOTUSDEV,"Realty",Small Cap,"Construction - Factories / Offices / Commercial",50.00,0.00,0.00,192.2,142.2,-26.01
94330,"GLEN Industries Ltd",544444,"Packaging",Small Cap,"Packaging - Plastic Containers",77.75,0.00,0.00,106.45,74,-30.48
94346,"Patel Chem Specialities Ltd",544460,"Chemicals",Small Cap,"Chemicals - Speciality - Medium / Small",74.50,0.00,0.00,99.57,69.73,-29.97
94412,"Shanti Gold International Ltd",SHANTIGOLD,"Diamond, Gems and Jewellery",Small Cap,"Diamond Cutting / Jewellery - Medium / Small",71.50,0.00,0.00,246.25,210,-14.72
94414,"Abram Food Ltd",544422,"FMCG",Small Cap,"Food - Processing - Others",83.00,0.00,0.00,113,95,-15.93
94417,"Asston Pharmaceuticals Ltd",544445,"Pharmaceuticals",Small Cap,"Pharmaceuticals - Indian - Bulk Drugs",53.00,0.00,0.00,102.45,82,-19.96
94535,"Icodex Publishing Solutions Ltd",544483,"IT - Software",Small Cap,"Computers - Software - Medium / Small",86.50,0.00,0.00,70.5,41.41,-41.26
94601,"Roadstar Infra Investment Trust",ROADSTAR,"Infrastructure Investment Trusts",Small Cap,"Infra/ Real Estate Investment Trust",68.25,0.00,0.00,72,60,-16.67
94603,"B. D. Industries (Pune) Ltd",544468,"Plastic products",Small Cap,"Plastics - Others",80.50,0.00,0.00,126.8,108.25,-14.63
94610,"Knowledge Realty Trust",KRT,"Real Estate Investment Trusts",Mid Cap,"Infra/ Real Estate Investment Trust",75.50,0.00,0.00,107.09,123.58,15.4
94627,"Chemkart India Ltd",544442,"Retail",Small Cap,"Trading - Medium / Small",74.50,0.00,0.00,211.5,105.95,-49.91
94637,"Star Imaging and Path Lab Ltd",544482,"Healthcare",Small Cap,"Diagnostic Services",68.50,0.00,0.00,139.75,68,-51.34
94650,"Mehul Colours Ltd",544472,"Plastic products",Small Cap,"Plastics - Others",94.00,0.00,0.00,81,67,-17.28
95342,"Swastika Castal Ltd",544452,"Castings, Forgings & Fastners",Small Cap,"Castings - Steel / Alloy",71.75,0.00,0.00,76.9,63,-18.08
95345,"Umiya Mobile Ltd",544464,"Retail",Small Cap,"Trading - Medium / Small",80.25,0.00,0.00,81.19,58,-28.56
95363,"Essex Marine Ltd",544475,"FMCG",Small Cap,"Aquaculture",49.75,0.00,0.00,30.12,24.29,-19.36
95379,"Monika Alcobev Ltd",544451,"Trading",Small Cap,"Trading - Medium / Small",80.00,0.00,0.00,288.7,274.55,-4.9
95407,"Property Share Investment Trust- Propshare Titania",544462,"Real Estate Investment Trusts",Small Cap,"Infra/ Real Estate Investment Trust",54.25,0.00,0.00,1056000,1100000,4.17